Time,Pokemon,Pokemon Region,Level,Perfect IVs,Evolution Stage
18:00,A.Grimer,ENG,10,0 IVs,Stage2
19:00,Smeargle,ENG,0,0 IVs,Stage2
20:00,Gastly,ENG,0,0 IVs,Stage2
20:00,A.Raticate,GER,40,0 IVs,Stage3
20:00,Trapinch,ENG,0,0 IVs,Stage2
20:00,Trumbeak,ENG,10,0 IVs,Stage3
20:00,Machop,ENG,0,1 IVs,Stage2
20:00,Comfey,ENG,20,0 IVs,Stage2
20:00,Wailmer,JPN,10,1 IVs,Stage2
20:00,Mudbray,ENG,10,1 IVs,Stage2
20:00,Wingull,SPA,10,0 IVs,Stage2
20:00,Cubone,ENG,0,3 IVs,Stage2
20:00,Sandygast,ENG,0,1 IVs,Stage2
20:00,Mimikyu,ENG,0,0 IVs,Stage2
20:00,Abra,JPN,0,2 IVs,Stage2
20:00,A.Geodude,ENG,0,4 IVs,Stage2
20:00,Shellder,KOR,0,5 IVs,Stage2
20:00,Growlithe,SPA,0,0 IVs,Stage2
20:00,Scyther,CHS,0,0 IVs,Stage2
20:00,A.Diglett,ENG,10,1 IVs,Stage2
20:00,Yungoos,ENG,10,0 IVs,Stage2
20:00,Magnemite,GER,0,1 IVs,Stage2
20:00,Pikipek,SPA,0,0 IVs,Stage2
12:00,Sandygast,ENG,0,5 IVs,Stage2
12:00,Cutiefly,SPA,10,1 IVs,Stage2
12:00,Mimikyu,ENG,0,0 IVs,Stage2
12:00,Spinda,ENG,10,0 IVs,Stage2
12:00,Rockruff,ENG,0,0 IVs,Stage2
12:00,Spearow,FRE,50,0 IVs,Stage2
12:00,Mimikyu,ENG,0,0 IVs,Stage2
12:00,Wingull,ITA,0,0 IVs,Stage2
12:00,Pichu,JPN,30,0 IVs,Stage1
12:00,A.Sandshrew,FRE,0,4 IVs,Stage2
12:00,Grubbin,KOR,0,0 IVs,Stage2
12:00,Jangmo-o,ITA,0,0 IVs,Stage2
12:00,Rockruff,ENG,0,4 IVs,Stage2
12:00,Golbat,ENG,50,0 IVs,Stage3
12:00,Snorunt,ITA,40,1 IVs,Stage2
12:00,Caterpie,KOR,20,0 IVs,Stage2
12:00,A.Sandshrew,JPN,0,2 IVs,Stage2
12:00,Abra,ENG,0,1 IVs,Stage2
12:00,Butterfree,ENG,10,0 IVs,Stage4
13:00,Lillipup,SPA,10,0 IVs,Stage2
13:00,Roggenrola,GER,10,0 IVs,Stage2
13:00,Magikarp,JPN,10,0 IVs,Stage2
13:00,Rowlet,ENG,0,1 IVs,Stage2
13:00,Rufflet,ITA,10,0 IVs,Stage2
13:00,Snorunt,GER,30,0 IVs,Stage2
13:00,Abra,ENG,0,0 IVs,Stage2
13:00,Abra,ENG,0,1 IVs,Stage2
13:00,Abra,JPN,0,0 IVs,Stage2
13:00,Gyarados,ENG,20,0 IVs,Stage3
13:00,Yungoos,ENG,0,0 IVs,Stage2
13:00,Pelipper,CHT,30,1 IVs,Stage3
13:00,Magikarp,ENG,0,2 IVs,Stage2
13:00,Popplio,JPN,0,0 IVs,Stage2
13:00,A.Rattata,JPN,0,1 IVs,Stage2
13:00,Abra,JPN,0,0 IVs,Stage2
13:00,Abra,ENG,0,1 IVs,Stage2
13:00,Machop,ENG,10,0 IVs,Stage2
13:00,A.Geodude,FRE,30,0 IVs,Stage2
13:00,Drowzee,ENG,10,0 IVs,Stage2
13:00,Mankey,ENG,10,0 IVs,Stage2
14:00,Makuhita,ENG,10,0 IVs,Stage2
14:00,A.Meowth,FRE,30,0 IVs,Stage2
14:00,Gumshoos,SPA,20,0 IVs,Stage3
14:00,Jangmo-o,ENG,0,5 IVs,Stage2
14:00,Wingull,ENG,0,0 IVs,Stage2
14:00,Boldore,FRE,40,1 IVs,Stage3
14:00,Roggenrola,JPN,10,0 IVs,Stage2
14:00,Abra,ENG,0,0 IVs,Stage2
14:00,Luvdisc,SPA,10,0 IVs,Stage2
14:00,Bagon,CHT,0,4 IVs,Stage2
14:00,Salandit,JPN,0,6 IVs,Stage2
15:00,Salandit,ENG,0,2 IVs,Stage2
15:00,Eevee,ENG,0,3 IVs,Stage2
15:00,Ribombee,ENG,50,0 IVs,Stage3
16:00,Eevee,ENG,0,2 IVs,Stage2
16:00,Caterpie,CHS,0,1 IVs,Stage2
16:00,Shellos,ENG,0,1 IVs,Stage2
16:00,Cottonee,JPN,10,0 IVs,Stage2
16:00,Mudbray,ENG,20,0 IVs,Stage2
16:00,A.Meowth,JPN,10,0 IVs,Stage2
16:00,Roggenrola,JPN,10,0 IVs,Stage2
16:00,Staryu,ENG,20,0 IVs,Stage2
16:00,Oricorio,ENG,10,0 IVs,Stage2
16:00,A.Sandshrew,JPN,0,0 IVs,Stage2
16:00,Fletchinder,ENG,10,0 IVs,Stage3
16:00,Spinarak,ENG,10,0 IVs,Stage2
16:00,A.Rattata,ENG,0,0 IVs,Stage2
16:00,Magikarp,SPA,10,0 IVs,Stage2
16:00,Goomy,GER,30,2 IVs,Stage2
16:00,Stufful,ENG,0,4 IVs,Stage2
16:00,Mimikyu,FRE,0,0 IVs,Stage2
16:00,Salandit,GER,0,4 IVs,Stage2
16:00,A.Rattata,ENG,0,0 IVs,Stage2
16:00,Finneon,ENG,10,1 IVs,Stage2
16:00,Abra,GER,0,0 IVs,Stage2
16:00,Luvdisc,ENG,10,0 IVs,Stage2
16:00,Mimikyu,ENG,0,0 IVs,Stage2
16:00,A.Rattata,ENG,10,0 IVs,Stage2
16:00,Popplio,ENG,0,0 IVs,Stage2
16:00,Wingull,ENG,40,0 IVs,Stage2
16:00,Mudbray,ENG,10,0 IVs,Stage2
9:00,Shellder,JPN,0,0 IVs,Stage2
9:00,Dewpider,JPN,0,0 IVs,Stage2
9:00,Carvanha,JPN,0,0 IVs,Stage2
9:00,Bounsweet,SPA,0,4 IVs,Stage2
9:00,Beldum,JPN,0,3 IVs,Stage2
9:00,Jangmo-o,ENG,20,0 IVs,Stage2
9:00,Staryu,KOR,20,0 IVs,Stage2
9:00,Scyther,JPN,0,1 IVs,Stage2
9:00,Zubat,ENG,0,1 IVs,Stage2
9:00,A.Diglett,JPN,10,0 IVs,Stage2
9:00,Rockruff,JPN,0,3 IVs,Stage2
9:00,Gible,JPN,0,2 IVs,Stage2
9:00,Crabrawler,ENG,10,0 IVs,Stage2
9:00,Yungoos,ENG,0,0 IVs,Stage2
9:00,A.Meowth,ENG,10,0 IVs,Stage2
9:00,Riolu,JPN,0,3 IVs,Stage1
9:00,Marill,JPN,0,2 IVs,Stage2
9:00,Mudbray,ENG,10,0 IVs,Stage2
9:00,Abra,ENG,0,0 IVs,Stage2
9:00,Magnemite,JPN,50,0 IVs,Stage2
9:00,Mudbray,JPN,20,0 IVs,Stage2
9:00,Mareanie,JPN,0,3 IVs,Stage2
9:00,A.Grimer,ENG,0,3 IVs,Stage2
9:00,Gastly,JPN,0,4 IVs,Stage2
9:00,Fletchling,ENG,10,0 IVs,Stage2
9:00,Magikarp,JPN,0,1 IVs,Stage2
9:00,Yungoos,ENG,0,0 IVs,Stage2
9:00,Ledyba,JPN,0,0 IVs,Stage2
9:00,Dewpider,ENG,0,4 IVs,Stage2
9:00,Fomantis,JPN,10,0 IVs,Stage2
10:00,A.Rattata,GER,0,1 IVs,Stage2
10:00,Deino,JPN,0,4 IVs,Stage2
10:00,Pikipek,FRE,10,1 IVs,Stage2
10:00,Cubone,ENG,0,4 IVs,Stage2
10:00,Rowlet,ENG,0,0 IVs,Stage2
10:00,Phantump,SPA,20,0 IVs,Stage2
10:00,Abra,JPN,0,0 IVs,Stage2
10:00,Zubat,JPN,10,1 IVs,Stage2
10:00,Eevee,JPN,0,2 IVs,Stage2
10:00,A.Raticate,JPN,20,0 IVs,Stage3
10:00,Dratini,ENG,0,1 IVs,Stage2
10:00,A.Geodude,SPA,20,0 IVs,Stage2
10:00,Eevee,JPN,0,1 IVs,Stage2
10:00,Abra,JPN,0,0 IVs,Stage2
10:00,Wimpod,ENG,10,0 IVs,Stage2
10:00,Wingull,JPN,0,0 IVs,Stage2
10:00,Lillipup,JPN,10,2 IVs,Stage2
10:00,Glalie,ENG,40,1 IVs,Stage3
10:00,Bagon,ENG,0,0 IVs,Stage2
10:00,Pikipek,JPN,0,0 IVs,Stage2
10:00,Mareanie,JPN,0,3 IVs,Stage2
10:00,Stufful,JPN,0,3 IVs,Stage2
10:00,Gible,ENG,0,0 IVs,Stage2
10:00,Comfey,JPN,0,3 IVs,Stage2
10:00,Caterpie,GER,0,0 IVs,Stage2
10:00,Dewpider,GER,0,3 IVs,Stage2
10:00,Wingull,JPN,0,0 IVs,Stage2
10:00,Magnemite,ENG,0,0 IVs,Stage2
11:00,A.Diglett,JPN,20,1 IVs,Stage2
11:00,Oricorio,ITA,0,0 IVs,Stage2
12:00,Staryu,JPN,20,0 IVs,Stage2
12:00,Barboach,JPN,10,0 IVs,Stage2
12:00,Pikipek,ENG,0,0 IVs,Stage2
12:00,Gible,ENG,0,2 IVs,Stage2
12:00,Abra,JPN,0,1 IVs,Stage2
12:00,Mimikyu,JPN,0,3 IVs,Stage2
12:00,Emolga,ENG,50,2 IVs,Stage2
12:00,Magikarp,SPA,10,0 IVs,Stage2
12:00,A.Grimer,SPA,0,1 IVs,Stage2
12:00,Fletchling,GER,0,0 IVs,Stage2
13:00,Minior,ENG,20,0 IVs,Stage2
13:00,Absol,ENG,0,3 IVs,Stage2
13:00,Wailmer,SPA,40,0 IVs,Stage2
13:00,Cutiefly,FRE,0,0 IVs,Stage2
13:00,Mankey,SPA,0,0 IVs,Stage2
13:00,Abra,JPN,0,3 IVs,Stage2
13:00,Cottonee,ENG,0,3 IVs,Stage2
13:00,Gible,JPN,0,4 IVs,Stage2
13:00,Wingull,FRE,0,0 IVs,Stage2
13:00,Turtonator,ENG,0,4 IVs,Stage2
13:00,Magikarp,ENG,30,1 IVs,Stage2
13:00,Litten,JPN,0,3 IVs,Stage2
13:00,Popplio,JPN,0,0 IVs,Stage2
13:00,A.Meowth,ENG,0,0 IVs,Stage2
13:00,Fletchling,GER,0,4 IVs,Stage2
13:00,Dhelmise,JPN,0,0 IVs,Stage2
13:00,Litten,ENG,0,0 IVs,Stage2
13:00,Fomantis,ITA,20,2 IVs,Stage2
13:00,Chinchou,ENG,10,0 IVs,Stage2
9:00,Zubat,JPN,50,0 IVs,Stage2
9:00,Wishiwashi,JPN,0,2 IVs,Stage2
9:00,Rockruff,GER,10,0 IVs,Stage2
9:00,Magikarp,ITA,0,2 IVs,Stage2
9:00,Beldum,JPN,0,5 IVs,Stage2
9:00,Gigalith,ENG,40,1 IVs,Stage4
9:00,A.Grimer,ENG,0,5 IVs,Stage2
9:00,Metapod,JPN,10,1 IVs,Stage3
9:00,Pichu,JPN,0,0 IVs,Stage1
9:00,Rufflet,JPN,10,0 IVs,Stage2
9:00,Granbull,JPN,40,0 IVs,Stage3
9:00,Psyduck,ENG,10,0 IVs,Stage2
9:00,Murkrow,JPN,0,2 IVs,Stage2
9:00,Wishiwashi,JPN,0,1 IVs,Stage2
10:00,Magikarp,CHT,10,0 IVs,Stage2
10:00,Magikarp,JPN,0,3 IVs,Stage2
10:00,Mudbray,CHS,0,0 IVs,Stage2
10:00,Caterpie,GER,0,0 IVs,Stage2
10:00,Bounsweet,JPN,0,3 IVs,Stage2
10:00,Grubbin,JPN,0,3 IVs,Stage2
10:00,Lillipup,ENG,10,0 IVs,Stage2
10:00,Salandit,JPN,0,5 IVs,Stage2
10:00,Wimpod,JPN,0,4 IVs,Stage2
10:00,Salandit,SPA,0,0 IVs,Stage2
10:00,Sneasel,JPN,0,1 IVs,Stage2
10:00,Pikipek,JPN,50,0 IVs,Stage2
10:00,Grubbin,JPN,10,0 IVs,Stage2
10:00,Abra,JPN,0,0 IVs,Stage2
10:00,Ledyba,JPN,10,1 IVs,Stage2
10:00,Metapod,ENG,0,0 IVs,Stage3
10:00,Eevee,JPN,0,3 IVs,Stage2
13:00,Salandit,ENG,20,0 IVs,Stage2
13:00,Minior,ENG,20,1 IVs,Stage2
13:00,Stufful,ENG,20,0 IVs,Stage2
13:00,Miltank,ENG,10,1 IVs,Stage2
13:00,Popplio,ENG,0,1 IVs,Stage2
13:00,A.Meowth,JPN,20,0 IVs,Stage2
13:00,Mimikyu,ENG,0,1 IVs,Stage2
13:00,A.Meowth,SPA,0,0 IVs,Stage2
13:00,Magnemite,ENG,0,0 IVs,Stage2
13:00,Golbat,ENG,20,0 IVs,Stage3
13:00,Pikipek,ENG,0,0 IVs,Stage2
13:00,Popplio,GER,0,0 IVs,Stage2
13:00,Magikarp,JPN,0,3 IVs,Stage2
13:00,Salandit,SPA,10,0 IVs,Stage2
13:00,Skarmory,GER,20,1 IVs,Stage2
13:00,Yungoos,ITA,10,1 IVs,Stage2
13:00,A.Geodude,FRE,0,0 IVs,Stage2
13:00,Dewpider,SPA,0,3 IVs,Stage2
13:00,Stufful,JPN,0,5 IVs,Stage2
13:00,Pikipek,ENG,10,0 IVs,Stage2
13:00,Wingull,JPN,0,0 IVs,Stage2
13:00,Litten,FRE,0,0 IVs,Stage2
13:00,Klefki,JPN,0,1 IVs,Stage2
13:00,A.Dugtrio,ENG,40,0 IVs,Stage3
13:00,Snorunt,JPN,40,0 IVs,Stage2
13:00,Honedge,ITA,0,2 IVs,Stage2
13:00,A.Raticate,JPN,50,0 IVs,Stage3
13:00,Staryu,GER,20,0 IVs,Stage2
13:00,Scyther,JPN,0,3 IVs,Stage2
13:00,Komala,ENG,0,0 IVs,Stage2
15:00,Machop,ENG,10,0 IVs,Stage2
15:00,A.Rattata,GER,0,0 IVs,Stage2
15:00,Roggenrola,ENG,10,0 IVs,Stage2
15:00,Finneon,SPA,20,0 IVs,Stage2
15:00,Gible,ENG,0,5 IVs,Stage2
15:00,Litten,ENG,0,0 IVs,Stage2
15:00,Salandit,JPN,0,5 IVs,Stage2
15:00,A.Vulpix,JPN,0,1 IVs,Stage2
15:00,Magikarp,ENG,0,5 IVs,Stage2
15:00,Slowpoke,ENG,0,0 IVs,Stage2
15:00,Torkoal,ENG,20,0 IVs,Stage2
15:00,Yungoos,ENG,0,0 IVs,Stage2
15:00,A.Vulpix,GER,0,3 IVs,Stage2
15:00,A.Meowth,ENG,20,0 IVs,Stage2
15:00,Sandile,JPN,30,0 IVs,Stage2
15:00,Finneon,ENG,10,0 IVs,Stage2
15:00,Masquerain,SPA,20,0 IVs,Stage3
15:00,Litten,SPA,0,0 IVs,Stage2
15:00,Caterpie,ENG,0,0 IVs,Stage2
15:00,Pikipek,ENG,0,1 IVs,Stage2
15:00,Yungoos,ENG,0,0 IVs,Stage2
15:00,Wingull,ENG,0,0 IVs,Stage2
15:00,Salandit,JPN,0,5 IVs,Stage2
15:00,Ledyba,ITA,0,0 IVs,Stage2
15:00,Minior,GER,20,0 IVs,Stage2
15:00,Tentacool,ENG,20,1 IVs,Stage2
15:00,Crabrawler,ENG,0,1 IVs,Stage2
15:00,Cutiefly,ENG,0,0 IVs,Stage2
15:00,Abra,JPN,0,0 IVs,Stage2
15:00,A.Meowth,SPA,0,1 IVs,Stage2
21:00,Magnemite,JPN,0,0 IVs,Stage2
21:00,Magnemite,JPN,0,0 IVs,Stage2
21:00,Magikarp,ENG,10,0 IVs,Stage2
21:00,Dewpider,JPN,0,4 IVs,Stage2
21:00,Cottonee,JPN,50,0 IVs,Stage2
21:00,Magnemite,JPN,20,0 IVs,Stage2
21:00,A.Diglett,ENG,0,0 IVs,Stage2
21:00,Mareanie,JPN,0,2 IVs,Stage2
21:00,Yungoos,ENG,0,0 IVs,Stage2
21:00,Rowlet,JPN,0,0 IVs,Stage2
21:00,Minior,ENG,20,1 IVs,Stage2
21:00,Bagon,ENG,0,0 IVs,Stage2
21:00,Mimikyu,ENG,0,1 IVs,Stage2
21:00,Goldeen,ENG,10,0 IVs,Stage2
21:00,Litten,ENG,0,0 IVs,Stage2
21:00,Rockruff,ENG,20,0 IVs,Stage2
21:00,Cubone,JPN,0,1 IVs,Stage2
21:00,Abra,JPN,0,0 IVs,Stage2
21:00,Abra,JPN,0,0 IVs,Stage2
21:00,Dewpider,ENG,10,0 IVs,Stage2
21:00,Cutiefly,ENG,10,0 IVs,Stage2
21:00,Magikarp,JPN,10,0 IVs,Stage2
21:00,Litten,JPN,0,2 IVs,Stage2
21:00,Tentacool,JPN,20,0 IVs,Stage2
21:00,Rowlet,JPN,0,4 IVs,Stage2
21:00,Mimikyu,JPN,0,3 IVs,Stage2
21:00,Fletchling,JPN,10,0 IVs,Stage2
21:00,Gastrodon,JPN,40,0 IVs,Stage3
21:00,Yungoos,ENG,0,0 IVs,Stage2
21:00,Exeggcute,ENG,40,0 IVs,Stage2
10:00,Pikipek,FRE,10,0 IVs,Stage2
10:00,Makuhita,CHT,0,0 IVs,Stage2
10:00,Abra,JPN,0,1 IVs,Stage2
10:00,Drampa,JPN,0,0 IVs,Stage2
10:00,Zubat,JPN,40,0 IVs,Stage2
10:00,Cutiefly,ENG,0,0 IVs,Stage2
11:00,Rowlet,ENG,0,0 IVs,Stage2
11:00,Emolga,JPN,50,0 IVs,Stage2
11:00,A.Vulpix,ENG,0,0 IVs,Stage2
11:00,Rowlet,ENG,0,0 IVs,Stage2
11:00,Yungoos,FRE,0,0 IVs,Stage2
11:00,A.Rattata,GER,0,0 IVs,Stage2
11:00,Bagon,JPN,0,3 IVs,Stage2
11:00,Porygon,ENG,0,4 IVs,Stage2
11:00,Poliwag,ENG,50,1 IVs,Stage2
11:00,Mimikyu,GER,0,1 IVs,Stage2
11:00,Magnemite,JPN,10,0 IVs,Stage2
11:00,Wingull,GER,0,1 IVs,Stage2
11:00,Gible,JPN,0,4 IVs,Stage2
11:00,Mimikyu,ENG,0,0 IVs,Stage2
11:00,Bagon,ENG,0,2 IVs,Stage2
11:00,A.Diglett,FRE,10,0 IVs,Stage2
11:00,Exeggcute,ENG,40,2 IVs,Stage2
11:00,Gible,JPN,0,3 IVs,Stage2
11:00,A.Rattata,ENG,0,0 IVs,Stage2
12:00,Abra,JPN,0,1 IVs,Stage2
12:00,Magnemite,ENG,0,0 IVs,Stage2
12:00,Rockruff,GER,0,0 IVs,Stage2
12:00,A.Vulpix,ENG,0,5 IVs,Stage2
12:00,A.Vulpix,ENG,0,4 IVs,Stage2
12:00,Gible,JPN,0,3 IVs,Stage2
12:00,Spearow,ENG,10,0 IVs,Stage2
12:00,Mimikyu,ENG,0,4 IVs,Stage2
12:00,Magikarp,JPN,0,0 IVs,Stage2
12:00,Magikarp,JPN,10,0 IVs,Stage2
12:00,Wingull,GER,0,1 IVs,Stage2
12:00,Oricorio,SPA,0,0 IVs,Stage2
12:00,Mimikyu,JPN,0,2 IVs,Stage2
12:00,Wingull,ITA,0,1 IVs,Stage2
12:00,Mimikyu,ENG,0,0 IVs,Stage2
12:00,Fomantis,JPN,0,2 IVs,Stage2
12:00,Yungoos,SPA,10,0 IVs,Stage2
12:00,A.Rattata,FRE,0,1 IVs,Stage2
12:00,Cutiefly,JPN,10,0 IVs,Stage2
12:00,A.Vulpix,JPN,0,5 IVs,Stage2
12:00,Grubbin,ENG,0,4 IVs,Stage2
12:00,A.Rattata,JPN,0,1 IVs,Stage2
12:00,Fletchling,CHS,10,0 IVs,Stage2
13:00,Wishiwashi,ENG,0,1 IVs,Stage2
13:00,Magnemite,FRE,0,0 IVs,Stage2
13:00,Zubat,ENG,20,1 IVs,Stage2
13:00,Sandygast,ENG,20,0 IVs,Stage2
13:00,Pikipek,ENG,0,3 IVs,Stage2
13:00,A.Vulpix,ENG,20,0 IVs,Stage2
15:00,Mimikyu,ENG,0,3 IVs,Stage2
15:00,Spinarak,ENG,0,0 IVs,Stage2
15:00,A.Rattata,ENG,0,0 IVs,Stage2
15:00,Scyther,ENG,50,0 IVs,Stage2
15:00,Magnemite,FRE,0,1 IVs,Stage2
15:00,Ledyba,FRE,0,0 IVs,Stage2
15:00,Yungoos,GER,0,0 IVs,Stage2
15:00,Grubbin,ENG,0,1 IVs,Stage2
15:00,Ledyba,GER,0,0 IVs,Stage2
15:00,Komala,GER,0,0 IVs,Stage2
15:00,Fearow,GER,20,0 IVs,Stage2
15:00,A.Rattata,ENG,0,0 IVs,Stage2
15:00,Magikarp,JPN,0,0 IVs,Stage2
15:00,Machop,ENG,0,1 IVs,Stage2
15:00,A.Meowth,ENG,0,1 IVs,Stage2
15:00,Drowzee,ENG,0,0 IVs,Stage2
15:00,Honedge,JPN,0,2 IVs,Stage2
15:00,A.Vulpix,ENG,0,0 IVs,Stage2
15:00,Mudbray,GER,10,0 IVs,Stage2
15:00,A.Grimer,ENG,0,0 IVs,Stage2
15:00,Gumshoos,ENG,20,0 IVs,Stage3
15:00,Eevee,ENG,0,1 IVs,Stage2
15:00,Deino,ENG,0,0 IVs,Stage2
15:00,Fletchinder,ENG,10,0 IVs,Stage3
15:00,Abra,JPN,0,0 IVs,Stage2
15:00,Pikipek,GER,10,0 IVs,Stage2
15:00,Lunala,SPA,50,6 IVs,Stage5
15:00,Skarmory,ENG,20,1 IVs,Stage2
15:00,A.Rattata,ENG,0,0 IVs,Stage2
15:00,Rowlet,ENG,0,1 IVs,Stage2
23:00,Skarmory,JPN,20,0 IVs,Stage2
23:00,Dewpider,ENG,0,3 IVs,Stage2
23:00,Gible,ENG,0,2 IVs,Stage2
23:00,Mimikyu,ENG,0,3 IVs,Stage2
23:00,Eevee,CHT,0,3 IVs,Stage2
23:00,A.Raticate,ENG,30,0 IVs,Stage3
23:00,Gastly,ENG,0,1 IVs,Stage2
23:00,Rockruff,ENG,0,1 IVs,Stage2
23:00,Minior,ENG,0,2 IVs,Stage2
23:00,Mimikyu,ENG,0,1 IVs,Stage2
23:00,Stufful,ENG,20,0 IVs,Stage2
23:00,Mimikyu,JPN,0,4 IVs,Stage2
23:00,Pyukumuku,JPN,10,1 IVs,Stage2
23:00,Magikarp,JPN,30,0 IVs,Stage2
23:00,Mudbray,ENG,10,0 IVs,Stage2
0:00,Yungoos,JPN,0,0 IVs,Stage2
0:00,Wingull,JPN,0,2 IVs,Stage2
0:00,Abra,JPN,0,0 IVs,Stage2
0:00,A.Rattata,JPN,0,0 IVs,Stage2
0:00,Absol,JPN,0,3 IVs,Stage2
0:00,Fearow,JPN,20,1 IVs,Stage2
0:00,Abra,CHS,0,2 IVs,Stage2
0:00,Salandit,JPN,10,0 IVs,Stage2
0:00,Yungoos,JPN,20,0 IVs,Stage2
0:00,Granbull,JPN,50,0 IVs,Stage3
0:00,Rockruff,ENG,10,0 IVs,Stage2
0:00,Magnemite,JPN,0,0 IVs,Stage2
0:00,A.Rattata,ENG,20,0 IVs,Stage2
0:00,Grubbin,JPN,0,4 IVs,Stage2
0:00,Skarmory,JPN,0,1 IVs,Stage2
16:00,A.Rattata,ITA,0,0 IVs,Stage2
16:00,Snivy,SPA,0,5 IVs,Stage2
16:00,Fletchling,JPN,10,0 IVs,Stage2
16:00,Cyndaquil,ENG,0,2 IVs,Stage2
16:00,Rowlet,ENG,0,5 IVs,Stage2
16:00,Abra,ENG,0,0 IVs,Stage2
16:00,Wimpod,ENG,0,3 IVs,Stage2
16:00,Magikarp,SPA,10,0 IVs,Stage2
16:00,Pancham,ENG,30,0 IVs,Stage2
16:00,Magikarp,JPN,0,2 IVs,Stage2
16:00,Litten,ENG,0,0 IVs,Stage2
16:00,Wingull,ENG,10,1 IVs,Stage2
16:00,Murkrow,ENG,0,0 IVs,Stage2
16:00,A.Vulpix,SPA,0,5 IVs,Stage2
16:00,Abra,JPN,0,0 IVs,Stage2
16:00,Mareanie,GER,0,0 IVs,Stage2
16:00,Litwick,ENG,0,5 IVs,Stage2
16:00,Roggenrola,GER,10,0 IVs,Stage2
16:00,Abra,CHS,0,0 IVs,Stage2
16:00,Drampa,ENG,40,0 IVs,Stage2
16:00,A.Diglett,JPN,10,1 IVs,Stage2
16:00,Pikipek,SPA,0,0 IVs,Stage2
16:00,Wingull,ENG,0,0 IVs,Stage2
16:00,A.Grimer,ENG,0,0 IVs,Stage2
16:00,Gumshoos,SPA,20,0 IVs,Stage3
16:00,Pikipek,SPA,10,1 IVs,Stage2
16:00,Gumshoos,ENG,20,0 IVs,Stage3
16:00,Rowlet,ENG,0,1 IVs,Stage2
16:00,Murkrow,ENG,10,1 IVs,Stage2
16:00,Crabrawler,ENG,0,0 IVs,Stage2
